,tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
3924,444138981312442368l,"O volume médio diário negociado nas Bolsas de Valores (Bovespa e NYSE) com as ações ITUB3, ITUB4 e ITUB foi de R$ 659 milhões em dez/13.",-2,-2,0,0,0,0,0,0,-1,0.333,1.0,0.667,1.0,3
3927,450743979492249600l,acho que a charlie gosta de mim,0,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
3928,449250847315066880l,"Vale testando os R$ 28,00 já´foi 3 vezes e voltou, vamos acompanhar... #vale5 #IBOV http://t.co/boDldNCuUf",0,0,0,0,-2,-2,-1,-1,-1,0.667,1.0,0.333,0.667,3
3929,448301183678312448l,"@Zaga_Silos existem varios tipos de açoes, eu citei uma a Petr4, mas tem a Petr3 tambem. Tem que usar a media anual, para sermos justos.",1,0,0,0,0,0,0,0,0,0.667,1.0,0.667,1.0,3
3930,454607627499360256l,RT @Arycensurado: Atencao #PETR3 e #PETR4 outro golpe do PT na #Petrobras . #Ibovespa  e FGTS sendo passado para tras http://t.co/4OhQ28P5Qr,0,1,0,1,0,1,1,0,0,1.0,0.667,0.667,0.667,3
3931,459023285372866560l,"olha lá a minha amiga vendendo mais um pouquinho hoje ... Interessante ... Interessante ... #PETR4 (desde ontem foram 820k, R$13milhões +-)",1,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
3933,447011531323363328l,"11h06 = IBOV virou para o AZUL em +0,27% após Petrobrás, Eletrobrás e BB amenizarem perdas, e VALE subir: Vale3, +1,23% e Vale5, +1,65%",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
3934,455355766166528001l,"RT @_JulianDice: &lt,La música de Santiago Cruz3.",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3936,456454499620511744l,"RT @gradualinvest: O estrategista da Gradual Investimentos, Flávio Conde, recomenda: Invista nas ações do Itaú Unibanco (ITUB4) nesta seman…",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
3938,443765197761552384l,Skskksks que bonitos :3,-2,-2,-1,-1,-1,-1,-1,-1,-1,0.333,0.667,0.667,0.667,3
3940,449197680271839232l,LLXL3 comprando,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.75,4
3942,465860177078808576l,"NATU3 bateu no objetivo do Anderson agora, quer ver e saber quais as operações do Anderson, entre em contato: centraltrader@hotmail.com.",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3943,453151387845951488l,"Desde 24/04/2009 até hoje
Ibovespa +11,58%
PETR4 - 47,7%
EXXON +45,85%
DJ + 111,06%",1,0,-2,-2,0,1,0,0,-1,0.667,0.333,0.667,0.667,3
3944,453737425261821952l,RT @rivaldomoraes: @FernandoCesar77 O Fernando Brito tem um quadro explicativo sobre preço de ações PETR3 e 4 http://t.co/X3sPvKElNP,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
3945,471754402794307585l,"&lt,No te necesito - Santiago Cruz3.",0,1,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
3947,458712380164173825l,"Elétricas sobem pelo 3º dia e Vale lidera perdas, veja outros 10 destaques: Em sessão bastan... http://t.co/d6hJfrnrVe #infomoney #vale5",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
3948,448839235228164096l,RT @vitormiziara: de olha na PETR4 pra venda,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
3950,442011743917965312l,@lambari_trader Profecia da petr4 visitar os 12 quase se realizando. Confesso que nem eu acreditava nela ...,0,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.0,0.667,3
3951,445626395746906113l,"Dividend yield de BBAS3: 11,9%. P/VP, 0,77. PL, 3,4. Inacreditável... http://t.co/eg4c8sGhKW",0,0,-2,-2,0,0,0,0,-1,1.0,0.333,0.667,0.667,3
3952,448871654211747840l,@clubedopairico Nice!!! Eu fui só de PETR4 e algumas q13.,0,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
3953,461505065673822208l,Uma das corretoras q mais compraram a ação #PETR4 da Petrobras: Goldman Sachs. E DAÍ!!! #IBOV,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,0.667,3
3954,447149307037503488l,"E ai? Petr4 comprou uma refinaria sem advisor financeiro? Sem fairness? Cade os minoritarios, ja estao falando com a cvm?",0,1,0,0,0,1,-2,-2,-1,1.0,0.667,0.667,0.0,3
3955,449217303683809280l,Ativo c/ vol Financeiro Superior à sua MM21-13h:ABCB4 ABRE11 BBAS3 BBDC4 BPHA3 BTOW3 CCRO3 CESP6 CMIG4 ELET3 ELET6 EURFUT GOAU4 IGTA3 INDFUT,1,0,-2,-2,1,0,0,0,-1,1.0,0.333,0.667,0.667,3
3957,469895054904291328l,@clubedopairico Eu estava pensando nisso agora. A PETR4 está somente com 177 m.,0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
3958,472480505665839104l,"China pressiona e Vale cai 3%, Mafrig lidera ganhos, 12 ações foram destaque: Fora do índice... http://t.co/m2RxYkcZWP #infomoney #vale5",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
3961,461495498793562112l,"Buenos.. Dia agitado hoje. Entrei em #ciel3, o papel é caro mas ta interessante pelos gráficos. #cmig4 restou saindo, tomei preju 😡",0,1,0,1,0,0,1,0,0,0.667,1.0,0.667,1.0,3
3962,468948000140951552l,"#OIBR4 fêz uma Onda 5 de fundo no diário na mínima de 16/05/14 e tem alvos em 2,27 , 2,80 3,00 e 3,30 http://t.co/wZT56NS3Ji",1,0,0,0,0,0,0,0,0,1.0,0.667,0.667,0.667,3
3964,448903604976754689l,"Rastreamento ações-Gráfico diário-16h. Analise se romper:  BRFS3 45,01 ELET6 10,32 EMBR3 20,40 stbp11 17,05 VIVT4 46,36",0,0,-2,-2,0,1,0,1,-1,1.0,0.0,0.667,0.667,3
3965,458969047472672770l,Perdeu os dividendos da Vale? Existe uma forma até melhor de se aproveitar disso: Ações da B... http://t.co/fZlgRREMHr #infomoney #vale5,1,0,1,0,1,0,0,0,0,0.667,0.667,1.0,0.667,3
3967,472343953095024640l,$EVEN3 - Even (even-nm) - Top Imobiliario Reconhece Even Como A Maior Incorporadora http://t.co/qa5UKjp6LT,-1,-1,-2,-2,-1,-1,-1,-1,-1,0.667,0.333,1.0,0.667,3
3970,456141688386641920l,Depois de ver a Dilma e Graca Foster usando o macacao da # petr4 eu to fora desse papel. Cruz credo!,0,1,0,0,0,0,1,0,0,1.0,0.667,0.667,0.667,3
3973,443051716804882432l,"Demorou 1 mês a mais que o previsto, mas o #ibovespa chegou nos 45 mil pontos e $PETR4 beliscou os R$12,90. 
Que situação.",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.0,1.0,3
3974,444865356063334401l,"Eduardo Campos fala da Petr4, fala da Eletro, fala.... e ñ diz nada!! É o par perfeito pra Marina, só falta colocar 'sustentabilidade' em td",0,1,0,0,0,0,0,0,0,1.0,0.667,0.667,0.667,3
3976,441412138692018176l,"RT @EconomiaBr: #GFSA3 - Gafisa tem lucro líquido de R$ 921,3 milhões no último trimestre de 2013 - http://t.co/cjoaqZ1Qeu",1,0,0,0,0,0,0,0,0,1.0,0.667,0.667,1.0,3
3977,459370788668583936l,CIEL3 ta uma beleza hoje...,0,0,-2,-2,-2,-2,-1,-1,-1,0.667,0.333,0.333,0.667,3
3978,449217412345626624l,Ativo c/ vol Financeiro Superior à sua MM21-13h: MPLU3 MULT3 OIBR3 OIBR4 PETR3 PETR4 PTBL3 SANB11 SEER3 SUZB5,1,0,0,0,0,0,0,0,0,1.0,0.667,0.667,1.0,3
3980,452166804132360192l,Depois liquidar confiabilidade #ECT #Petr4 #Elet4 agora #Ipea reconhece erro pesquisa só falta #Ibge @marciadealencar http://t.co/25lgcmozW0,0,1,-2,-2,-2,-2,0,0,-1,0.75,0.0,0.0,1.0,4
3981,445891686045351936l,$NATU3 - Natura (natu-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/WjdNAGUqnc,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
3982,450992982595215361l,as ações do Itau ultrapassaram às da #PETR4 na 1ª prévia do índice ... o.O *sinal dos tempos ...*,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
3983,453201755904700417l,"@CaciqueInvest Pode ser mas bateu no Obj eu arrisco.... petr4 a 12,50 foi o mesmo, quem segue sabe....",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,1.0,3
3987,451763279690739712l,"As ações da Petrobras (PETR3, PETR4), Eletrobras (ELET3, ELET6) e Banco do Brasil (BBAS3) dispararam mais de 25% nesses últimos 16 dias.",1,0,1,0,0,1,0,0,0,1.0,0.667,0.667,1.0,3
3988,456407130484908033l,$RSID3 - Rossi Resid (rsid-nm) - Dfs Em Ingles De 31/12/2013   Reapresentacao http://t.co/Ii9xXxah6F,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3992,448320560398098432l,@mobilon e eu achando que ia me livrar do bbas3...,-2,-2,0,1,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
3993,458365228980633600l,"Prepare-se para o próximo pregão: IBOV, PETR4, VALE5, IGTA3, GGBR4, BBAS3, QGEP3, HYPE3 , ABEV3 e AMAR3. Assista! http://t.co/QvLERXTY9q",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
3994,441353701735669761l,"As ações #PETR4 caíram -2,20% só hoje, está em R$ 13,29 ,qual será o fundo do poço?! @marthaeferreira @Rconstantino @Ricamconsult @infomoney",0,1,0,1,0,0,1,0,0,1.0,0.667,0.667,0.667,3
3995,444096098580582400l,$LAME4 - Aviso de Webcast: Lojas Americanas anuncia Webcast sobre os Resultados do 4° Trimestre e do ano de http://t.co/S60WL12Jlo,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
3996,451065476366749696l,"RT @AnaRita323: Já saiu o novo episódio de How I met your mother... não quero ver, porque não quero que acabe, tou em estado de negação",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
3998,448826851616903168l,OIBR4 - oportunidade? http://t.co/23cQZcVg46,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,0.667,3
3999,460858538311839744l,Comprei um poquini MRVE3 stop 2 cents abaixo min de hj,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
4000,468782261589266432l,"#EMBR3 - Embraer vende 28 cargueiros ao Brasil em negócio de R$7,2 bi - http://t.co/6b1QZNgkX3",-2,-2,-2,-2,-2,-2,0,0,-1,0.0,0.333,0.0,0.667,3
4001,460925568934891520l,"Petrobras ganha R$ 7 bi com 'efeito Lula', e Vale perde R$ 4 bi com Guiné e China: Em pontas... http://t.co/oCvb1vn2F2 #infomoney #vale5",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
4004,456069180350279680l,"eu nem queria que a #PETR4 estivesse apresentando o padrão de queda da VALE5 ... nãnaninanão ... ,)",0,1,-2,-2,0,0,1,0,-1,0.667,0.333,0.667,0.667,3
4006,459463367149633536l,"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 19,52 (+0,98%) com volume de R$ 15,31 mm.
$LIGT3",1,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
4009,464090197022769152l,".@Live_Trade o único jeito de pararem a #PETR4 de subir é colocando uma camisa de força. A guria tá maluca ! ,) hehehe",1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
4011,462311196428083200l,"Rastreamento ações-Gráfico SEMANAL-16h. Analise se romper:  ESTC3 24,58 JBSS3 7,99 KROT3 50,11 ODPV3 9,21 TIMP3 12,47 TOTS3 37,59",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
4012,456257436173606912l,RT @HudsonPF: CSNA3 deve subir bem com dados bons da China e anúncio de recompra de 10% das ações nos próximos dias,1,0,0,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
4015,453231594829266944l,"RT @bobdevonne: Fofo,solteiro e 96 :$$$$
Contactem-no por este twitter: @i_am_a_lord http://t.co/zSEUO7TM89",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
4016,449523858983620609l,$CPFE3 - Cpfl Energia (cpfe-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/y1JG2RW4Ak,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
4017,441675472393744384l,@JHPastorellii @petrobras  orgulho de que ah! deve ser funcionário teve aumento de salário ok! analise tonto http://t.co/BgLmYn5LsL,0,1,0,1,0,1,1,0,0,1.0,0.667,0.667,0.667,3
4018,458587897088983040l,RT @daltonvieira: Ações ex-dividendos hoje: AMAR3 e LREN3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
4022,459794162565410816l,"Elétricas lideram perdas e 16 ações caem mais de 2%, HRT despenca 10%: Com noticiário agitad... http://t.co/sMpdKChR4B #infomoney #vale5",0,1,0,1,0,1,-2,-2,-1,1.0,1.0,1.0,0.0,4
4024,466939204560101376l,#OIBR4 (mensagem: 955978)  http://t.co/BErRHNSZt0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
4027,461200171653951492l,"@CaciqueInvest Petr4 postei 12,50 um mês antes ou mais rsrsr",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
4030,459373848476278785l,"Na metade do pregão de hj IBOVESPA ganha 0,09%, c/ volume fraco de R$2,506 bi.
Petro3, +0,26%, Petr4, +0,31%, Vale3, +1,22% e Vale5, +0,61%",0,1,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
4032,441284964324483072l,"ecor3 obj1 12,89 será que bate hj?",-2,-2,0,0,-2,-2,0,1,-1,0.333,0.667,0.333,0.667,3
4033,444888012590448640l,RT @brunzselfie: São os amigos idiotas que valem a pena,-2,-2,-2,-2,-2,-2,-1,-1,-1,0.333,0.333,0.333,0.667,3
4034,443099054164439040l,"3 anos atrás um pessoal aí me disse que PETR4 a R$ 17,00 era de graça. hummmmm",0,1,0,0,0,1,0,0,0,1.0,1.0,0.667,0.667,3
4035,447916767294140417l,"Que fita, maluco kk |O Belga, A Pasadena, A #PETR4 e a Biombo 'Ele é um parasita, sempre grudado no dinheiro público' http://t.co/QGVmxuXSg5",0,1,0,1,-1,-1,0,1,-1,0.75,0.5,0.5,0.5,4
4038,454696417660264449l,Será q #PDGR3 necessita de nota de falecimento? ou este Zumbi já tá enterrado?,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
4039,454245511743430656l,"de novo testando a região dos R$15,70 ... Vai ou volta ? #PETR4",0,1,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.0,3
4040,449270291819421696l,#PETR4 superou 1 bilhão de volume #bovespa,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
4041,453188544861708288l,"último dia do Gov FHC, a ação Petrobras (PETR3) &gt, R$ 3,30 @geraldoAlckmin_ diz q ações da Petrobras “viraram pó”. http://t.co/vAdFc65rmh",0,1,0,1,0,1,-2,-2,-1,1.0,1.0,1.0,0.0,3
4044,448451521559425024l,o Que aconteceu com a klbn4? quebrou?,0,1,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
4045,441215991377182720l,"GGBR4 vender por R$ 17,84 indicado em 03/01/2014 15:26 http://t.co/zJRs3Eeyz9",1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
4046,456905767451648000l,"GOAU4 5,11% R$17,07 BBAS3 4,63% R$24,18 GGBR4 4,21% R$13,85 PETR3 4,04% R$15,69 CPLE6 4,01% R$32,62 ENBR3 3,94% R$10,53 ELPL4",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
4048,460875085273137152l,"@garimpodeacoes Alta da PETR4 é 'Sem Fundamento', mas, c/ muita esperança. KKKK",-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
4050,446666522036293632l,"Fundos de aposentadoria, empresas saudáveis, FGTS, gente de bem, TODOS PUSERAM dinheiro na #petrobras e #pETR4 em queda. FURTO NACIONAL!",0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
4051,443084129790623744l,RT @SamiCrux: @deisyliliana6 #SAMI_CRUZ3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
4052,448519230775107584l,"#JBSS3 - Lucro da JBS subiu 112% no 4º tri, para R$ 140 milhões - http://t.co/apH31lt2Lc",1,0,1,0,0,1,0,0,0,1.0,0.667,0.667,1.0,3
4053,470979127252877312l,tenho de fazer o trabalho de fc,-2,-2,0,1,1,0,-2,-2,-1,0.0,0.667,0.667,0.333,3
4054,444526579067396096l,@IVANKRAISER no caso da Redecard ao menos pagaram mais q no IPO. A situação da BISA3 é digna de cadeia para quem propôs.,0,1,0,0,0,0,1,0,0,1.0,1.0,0.667,0.667,3
4056,441338228746891264l,"Confira as análises atualizadas de BVMF3, ITUB4, PDGR3, PETR4, USIM5 e VALE5 no INVISTA EM AÇÕES http://t.co/YWnlY5cM6J",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
4058,461322994871042048l,"#SANB11: O ROE desse banco não reforça o gráfico semanal, mas quem sabe num dá pra sacar um troco? http://t.co/B0ZMd5FXhk",1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
4059,450692779975659520l,$ELET3 - Eletrobras (elet-n1) - Material De Apresentacao http://t.co/tIHWgYjO1j,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
4060,458717530354647040l,"Análises #Ichimoku: #ABEV3, #HYPE3, #ELPL4, #LIGT3. Guia de Ações, pregão de terça-feira, 22 de abril. http://t.co/aHEfw6kZEe",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
4061,461098921193119744l,$OIBR4 - Oi S.A. - MATERIAL FACT http://t.co/EvS5qg2ULY,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
4063,459705570518630400l,Soprem sopradores #usim5 rsrrs,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
4065,441253624878878721l,"Vale e siderúrgicas caem com China, Petrobras vira para queda: Mais informações em breve http://t.co/NcpoktfgH0 #infomoney #vale5",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
4066,469217354208276481l,"#UGPA3 figura de possível fundo com forte volume parou nos 38,2% de fibo no semanal
Quem é arrojado vale dar uma espiada.",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
4067,456148150072266752l,"======&gt,&gt, RT @ale_chumer: PETR4 caindo 3%, foi bem a (dês)Graça Foster hoje?",0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,1.0,3
4070,451358524929355776l,"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 18,50 (-1,33%) com volume de R$ 18,88 mm.
$LIGT3",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
4071,459024309781295104l,só esse volume baixo é que tá me chamando a atenção ... =/ (tanto em #PETR4 quanto em #VALE5 ...),-2,-2,0,1,-2,-2,0,0,-1,0.333,0.667,0.0,1.0,3
4076,450789916642115584l,@Juan_Cruz3 Eu no me anda el fb,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
4077,441215788083458048l,"CSNA3 vender por R$ 10,86 indicado em 18/02/2014 15:07 http://t.co/zJRs3Eeyz9",1,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
4078,445950090096963584l,"#Vale5 Opções qual a vantagem ? Coloca no mercado, vc compra pra virar pó, ela já vira pó antes do exercício !!!!!!",0,1,-2,-2,-1,-1,1,0,-1,0.667,0.333,0.667,0.667,3
4079,458776499764875265l,Inspirado hoje nas Análise Gráficas. Atenção especial em HOOT4 e RSID3. #ProbabiliadeDeAlta #VejoUmBomFuturoNessesPapeis #MIR,1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
4080,445944751507128320l,"#petr4 pode fechar acima 12,73, se romper compro",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
4081,453551026961149952l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: RSID3 1,83  TBLE3 35,80 TRPL4 24,79",0,0,0,0,-2,-2,0,0,-1,1.0,0.667,0.333,1.0,3
4082,457280035012239360l,RT @bovespabrokers: O outro esqueleto da Petrobras em Pasadena http://t.co/tH8Q46qJbi #PETR4,0,1,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
4083,445982162874302464l,vai barbuleta ! Avua !!! =) #PETR4,1,0,1,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
4084,450980483602866176l,RT @daltonvieira: Ação ex-juros hoje: RENT3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
4085,446675806337908736l,Ou a PETR4 achou quem pague US$ 3Bi naquela merda?,0,1,-2,-2,0,0,1,0,-1,1.0,0.333,0.667,0.667,3
4086,468961766756847616l,"Na #petr4 nos 15 min na máx de ontem uma Onda 2 e na mín uma sub onda 3 com alvos de repique 17,80 obj de fibo 16,90 http://t.co/De60uvFQbc",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
4087,441988161372446720l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:  PCAR4 99,03",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,1.0,0.667,3
4088,447072928346431488l,$ESTC3 - ESTÁCIO (ESTC3): Lucros disparam em mais de 100% http://t.co/H8GtUMZow0,1,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
4089,456400707730808832l,$ALLL3 - All Amer Lat (alll-nm) -fato Relevante - Combinacao Atividades Entre All E Rumo http://t.co/lwfLXjadQF,0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.333,1.0,3
4091,453205662068391936l,"RT @RodP13: #Crise ↑↑↑↑↑↑↑↑
'@Fontes_: #petr4 #bbas3 e #vale5 sobem forte hj, ferrando mais uma vez os pessimistas. Diziam q eram faca cain…",1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
4092,469977282673926144l,"RT @mickeyzoeiro: Empurrar a amiga pra cima da pessoa que ela gosta, quem nunca? 😹😹",-2,-2,1,0,0,0,0,0,-1,0.25,0.75,0.5,0.75,4
4095,464483469901705216l,@Live_Trade VALE5 COMPRANDO RAPADURA....AMANHA ELA DEVOLVE.,0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
4096,446844413659316226l,Dúvida do dia: O que aconteceria a um funcionário de qq empresa privada candidamente assumindo q deu um preju de mais de US$1 bi? PETR4,0,1,0,1,0,0,1,0,0,1.0,0.667,1.0,0.667,3
4098,453599948362498048l,@miguel_brasil a espécie da cobra é petr4! Daqui a pouco a picada letal...,0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.333,0.667,3
4099,448249352445001728l,RT @WallFigueiredo: Ativo c/ vol Financeiro Superior à sua MM21-14h: ALPA4 ARZZ3 CESP6 EZTC3 LOGN3 PFRM3 SLED4,0,0,-1,-1,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
4100,448825638083129344l,"Cielo ultrapassou o Banco do Brasil em valor de mercado. Topo histórico de um lado e desvalorização de 10% em 2013, do outro. #CIEL3 #BBAS3",-2,-2,0,0,0,0,0,0,-1,0.0,0.75,1.0,0.75,4
4101,444960101305438208l,amanha a barbara faz anos,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
4102,470323549660798976l,"Análise semanal - IBOV, PETR4, VALE5, QUAL3, AEDU3, RENT3, CSMG3 e USIM5. Assista! http://t.co/7uUh6OVlSA",-2,-2,0,0,-2,-2,0,0,-1,0.0,0.667,0.0,0.667,3
4103,456052225610354688l,"#VALE5 a cia, pagará em 30/04 Juros sobre capital próprio de R$ 0,89, as ações ficam ex hoje.",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
4104,445918727809540096l,#bvmf3 continuidade,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
4106,449207626761789442l,"RT @BrazilFinance: PETR4 +6,5% -&gt, VEM CPI SUA LINDA",-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
4108,446418790340116480l,"Análises atualizadas de BVMF3, ITUB4, PDGR3, PETR4, USIM5 e VALE5 no INVISTA EM AÇÕES http://t.co/LNFxOOww7g",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
4110,472013155263348736l,RT @hot4lara: acho que a minha pizza ta queimada,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
4111,467053987154624512l,RT @imcharliedrew: melissa cruz adoro-te,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
4113,456155545515225088l,RT @Bullfast: @Live_Trade @ferrisss  @Jgrafista11 @garimpodeacoes @vitormiziara @topBovespa CARACA!! Onde a #OIBR4 vai parar???,-1,-1,-2,-2,0,1,-1,-1,-1,0.667,0.333,0.667,0.667,3
4114,443143551778422785l,#PETR4 Mensal da PETROFUMO .. (mensagem: 951011)  http://t.co/cm13ALseDU,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
4116,461589160152023042l,Ativo c/ vol Financeiro Superior à sua MM21-16h: ODPV3 OIBR3 OIBR4 PFRM3 SANB11 SHOW3 SLCE3 SSBR3 SULA11 TAEE11 TCSA3 TOTS3 VALE3 VALE5,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
4117,471314462566543360l,"A gente estamos falando, faz dias, @andreiochidaa @ferrisss, que JBSS3 vai a R$ 7 real !!",1,0,-2,-2,1,0,0,0,-1,0.667,0.333,1.0,0.667,3
4118,461347409382367232l,A dormire,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
4120,446338005943324672l,"Antecipação do debate político gera clima de 'Fla-Flu' no mercado, diz CEO da Vale: Murilo F... http://t.co/Kjjf3dE5HM #infomoney #vale5",-2,-2,0,0,-2,-2,-2,-2,-1,0.0,0.667,0.0,0.333,3
4121,443652491469922304l,seu perfil foi visto por 3 pessoas nas últimas 2 horas http://t.co/uivLxxo16M,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
4122,455704514226827266l,"Petrobras: Polícia Federal apreende documentos
Na última sexta-feira, a PETROBRAS (PETR4) recebeu ordem judicial... http://t.co/AbieH03KjS",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
4123,459770348222029824l,e a #cruz3 demorou mas andando,-2,-2,0,0,0,0,0,0,-1,0.0,1.0,0.667,0.667,3
4125,443135044094537728l,Que tal o candle totalmente fora das bandas em VALE5,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
4126,444556272365756416l,@fitzca @petrobras O mercado financeiro já provou que não se pode acreditar em falsos dados! Que caia mais ainda PETR3 e PETR4! Isso é justo,0,1,0,1,0,1,1,0,0,0.667,0.667,0.667,0.667,3
